shortname,category,assign_count,chat_count,choice_count,database_count,feedback_count,file_count,folder_count,forum_count,glossary_count,label_count,languagelesson_count,lesson_count,lti_count,page_count,quiz_count,scorm_count,survey_count,url_count,wiki_count,workshop_count
PHYS356-14-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS356-15-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS356-16-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS356-18-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS356-19-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS356-20-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS356-21-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS400-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS400-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS400-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS400-04-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS400-05-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS400-06-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS400-08-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS400-09-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PoSc DC12,86,18,0,9,0,0,22,8,10,0,27,0,0,0,3,0,0,0,2,0,0
POSC120-00-S16,86,0,0,0,0,0,79,2,15,0,11,0,0,0,0,0,0,0,41,0,0
POSC120-WL0-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC122-00-S16,86,0,0,0,0,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC160-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC160-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC212-00-S16,86,0,0,0,0,0,2,0,3,0,0,0,0,0,39,0,0,0,11,0,0
POSC230-00-S16,86,22,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC246-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC247-00-S16,86,7,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,10,0,0
POSC282-00-S16,86,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC284-00-S16,86,3,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,10,0,0
POSC286-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC288-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC289-07-S16,86,17,0,7,0,0,78,3,13,0,38,0,0,0,3,0,0,0,0,0,0
POSC293-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC320-00-S16,86,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC333-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC348-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC364-00-S16,86,0,0,0,0,0,15,14,11,0,0,0,0,0,0,0,0,0,15,0,0
POSC391-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC400-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC400-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC400-05-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC400-08-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC400-10-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC400-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSC400-13-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC110-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC110-01-S16,86,3,0,0,0,0,42,1,1,0,0,0,0,0,0,0,0,0,10,0,0
PSYC110-02-S16,86,3,0,0,0,0,30,6,1,0,0,0,0,0,29,0,0,0,2,0,0
PSYC110-03-S16,86,4,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,2,0,0
PSYC110-WL2-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC238-00-S16,86,0,0,0,0,0,45,0,1,0,0,0,0,0,2,24,0,0,2,0,0
PSYC239-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC239-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
psyc239-s16,86,5,0,0,0,1,26,12,2,0,0,0,0,0,0,0,0,0,8,0,0
PSYC250-00-S16,86,0,0,0,1,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0
PSYC263-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC267-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC292-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC292-12-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC292-13-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC299-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC299-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC299-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC300-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC300-12-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC300-13-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC300-14-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC354-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC382-00-S16,86,0,0,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,1,0,0
PSYC384-00-S16,86,5,0,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0
PSYC390-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC391-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC391-12-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC392-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC392-12-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC392-13-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC397-00-S16,86,4,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYC398-00-S16,86,3,0,0,0,0,13,0,13,0,0,0,0,0,5,0,0,0,2,0,0
PSYC399-00-S16,86,11,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0
PSYC400-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RELG110-00-S16,86,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,6,0,0
RELG120-00-S16,86,3,0,1,0,0,114,1,13,0,0,0,0,0,1,0,0,0,0,0,0
RELG121-00-S16,86,5,0,0,0,0,40,0,5,0,0,0,0,0,0,0,0,0,4,0,0
RELG130-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RELG150-00-S16,86,5,0,0,0,0,35,0,2,0,0,0,0,0,0,0,0,0,11,0,0
RELG226-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RELG254-00-S16,86,0,0,0,0,0,37,0,7,0,0,0,0,0,0,0,0,0,0,0,0
RELG263-00-S16,86,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
RELG264-00-S16,86,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
RELG277-00-S16,86,0,0,0,0,0,49,13,14,0,0,0,0,0,0,0,0,0,0,0,0
RELG289-00-S16,86,1,0,0,0,0,72,2,11,0,0,0,0,0,6,0,0,0,13,0,0
RELG290-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RELG290-12-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
relg291-00-s16,86,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
RELG291-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RELG291-12-S16,86,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
RELG365-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RELG392-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RELG400-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS103-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS103-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS107-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS108-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS109-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS207-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS208-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS209-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS226-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS290-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS307-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS308-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS309-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS390-17-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS392-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUSS400-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SOAN110-00-S16,86,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SOAN110-WL0-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SOAN111-00-S16,86,1,0,0,0,0,41,8,10,0,0,0,0,0,0,0,0,0,4,0,0
SOAN111-WL0-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SOAN119-00-S16,86,2,0,0,0,0,11,8,23,0,0,0,0,0,0,0,0,0,2,0,0
SOAN202-00-S16,86,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0
SOAN217-00-S16,86,3,0,0,0,0,48,0,28,0,0,0,0,0,0,0,0,0,0,0,0
SOAN225-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SOAN233-00-S16,86,0,0,0,0,0,37,0,1,0,0,0,0,0,0,0,0,0,3,0,0
SOAN243-01-S16,86,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SOAN250-00-S16,86,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,5,0,0
SOAN257-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SOAN331-00-S16,86,0,0,0,0,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0
SOAN391-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SOAN391-S16,86,0,0,0,0,0,25,0,15,0,0,0,0,0,0,0,0,0,0,0,0
SOAN395-00-S16,86,4,0,0,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400-01-S16,86,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
SOAN400-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400-04-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400-05-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400-06-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
span103 (Pariente-Beltran) -s16,86,0,0,0,0,0,54,0,1,0,9,0,0,0,14,0,0,0,9,0,0
SPAN103-01-S16,86,0,0,0,0,0,51,0,1,0,12,0,0,0,2,0,0,0,36,0,0
SPAN103-02-S16,86,0,0,0,0,0,62,2,3,0,6,0,0,0,26,0,0,0,16,0,0
SPAN103-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
span103-04-s16,86,0,0,0,0,0,183,1,4,0,15,0,0,0,13,0,0,0,50,0,0
SPAN103-05-S16,86,0,0,0,0,0,47,0,6,0,9,0,0,0,11,0,0,0,9,0,0
SPAN103-06-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPAN103-08-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPAN103-09-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPAN103-10-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPAN103-s16 (Boling),86,0,0,0,0,0,91,3,2,0,8,0,0,0,32,0,0,0,28,0,0
span103-s16 (Contreras),86,0,0,0,0,0,36,1,3,0,8,0,0,0,12,0,0,0,12,0,0
SPAN205-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPAN205-02-S16,86,0,0,0,0,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SPAN208-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPAN244-00-S16,86,0,0,0,0,0,47,0,3,0,6,0,0,0,1,0,0,0,0,0,0
SPAN330-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPAN377-00-S16,86,5,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPAN400-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
THEA110-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
THEA110-WL0-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
THEA185-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
THEA185-WL0-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
THEA190-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
THEA238-00-S16,86,16,0,0,0,0,22,0,2,1,0,0,0,0,0,0,0,0,8,0,0
THEA291-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
THEA351-00-S16,86,1,0,0,0,0,4,1,2,0,6,0,0,0,2,0,0,0,1,0,0
THEA400-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VocalPoint S16,86,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WGST112-00-S16,86,2,0,0,0,0,61,0,1,0,0,0,0,0,0,0,4,0,1,0,0
WGST130-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WGST205-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WGST312-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WGST400-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
